Units,Appliances,Hours,Season,Rate,Bill
404,9,2.5,Monsoon,6.5,3240.0
364,12,3.3,Summer,7.0,3493.4
532,8,10.2,Monsoon,6.5,4241.6
203,9,12.7,Monsoon,6.5,2288.1
105,6,12.2,Summer,7.0,1493.6
514,4,9.2,Monsoon,6.5,3805.6
463,3,13.2,Winter,6.0,3197.6
532,6,8.1,Summer,7.0,4192.8
397,6,2.7,Monsoon,6.5,3084.1
594,1,9.1,Winter,6.0,3750.8
361,11,7.5,Monsoon,6.5,3143.5
339,5,9.3,Monsoon,6.5,2930.9
562,10,9.4,Summer,7.0,4948.2
564,12,12.4,Summer,7.0,5204.2
119,6,1.9,Summer,7.0,1204.2
261,3,2.5,Monsoon,6.5,1872.5
534,11,10.4,Summer,7.0,4754.2
364,4,9.7,Summer,7.0,2937.6
404,12,3.6,Winter,6.0,3454.8
455,9,1.7,Monsoon,6.5,3646.1
142,2,3.9,Winter,6.0,1197.2
353,2,3.7,Summer,7.0,2576.6
283,12,7.8,Winter,6.0,2634.4
83,5,4.9,Monsoon,6.5,1030.7
429,8,8.6,Summer,7.0,3657.8
554,2,3.0,Monsoon,6.5,3711.0
168,3,5.5,Summer,7.0,1385.0
90,4,9.5,Summer,7.0,1241.0
332,5,12.0,Summer,7.0,2932.0
215,5,2.2,Monsoon,6.5,1780.1
365,3,8.6,Summer,7.0,3051.8
272,5,12.5,Summer,7.0,2519.0
345,12,7.0,Winter,6.0,2943.0
443,10,6.0,Winter,6.0,3593.0
254,1,13.4,Winter,6.0,2113.2
239,9,8.6,Winter,6.0,2331.8
375,4,5.8,Winter,6.0,2779.4
355,2,7.9,Monsoon,6.5,2615.7
303,8,4.8,Winter,6.0,2381.4
270,8,3.2,Monsoon,6.5,2514.6
461,10,6.2,Winter,6.0,3456.6
187,11,6.0,Winter,6.0,1859.0
511,8,5.7,Summer,7.0,4157.6
446,5,3.5,Summer,7.0,3674.0
102,8,11.6,Summer,7.0,1641.8
525,12,6.5,Monsoon,6.5,4348.5
462,10,5.7,Winter,6.0,3636.6
121,4,11.0,Winter,6.0,1403.0
511,7,11.2,Summer,7.0,4490.6
109,3,7.9,Winter,6.0,1073.2
283,10,10.9,Monsoon,6.5,2710.7
421,1,13.6,Monsoon,6.5,3190.3
434,8,6.4,Summer,7.0,3822.2
231,4,12.5,Summer,7.0,2231.0
162,3,4.5,Winter,6.0,1247.0
172,12,4.6,Winter,6.0,2074.8
85,8,3.5,Winter,6.0,1029.0
483,12,4.2,Winter,6.0,3886.6
465,8,10.3,Monsoon,6.5,3729.9
211,6,11.0,Winter,6.0,1882.0
414,5,11.7,Winter,6.0,3203.6
483,9,2.4,Monsoon,6.5,3891.7
107,4,12.6,Monsoon,6.5,1249.3
457,6,5.7,Summer,7.0,3598.6
487,2,9.6,Monsoon,6.5,3484.3
272,1,4.1,Winter,6.0,1883.8
427,7,9.7,Summer,7.0,3782.6
371,5,6.3,Summer,7.0,3194.4
347,7,3.7,Summer,7.0,3040.6
188,8,11.6,Monsoon,6.5,2093.8
183,11,12.3,Monsoon,6.5,2104.9
406,3,8.7,Summer,7.0,3326.6
545,1,7.6,Monsoon,6.5,3875.3
135,5,6.8,Winter,6.0,1234.4
541,9,6.2,Monsoon,6.5,4367.1
423,9,13.6,Monsoon,6.5,3622.3
514,9,11.0,Summer,7.0,4381.0
87,6,13.4,Summer,7.0,1356.2
545,7,2.1,Summer,7.0,4322.8
204,8,7.3,Summer,7.0,2027.4
458,5,6.8,Monsoon,6.5,3493.4
353,3,5.2,Summer,7.0,2874.6
537,6,5.2,Summer,7.0,4162.6
194,6,10.6,Monsoon,6.5,2069.8
485,4,3.7,Monsoon,6.5,3639.1
209,12,3.3,Summer,7.0,2437.4
361,6,13.6,Winter,6.0,2910.8
549,1,2.5,Monsoon,6.5,3743.5
230,10,13.7,Summer,7.0,2544.6
160,6,13.1,Winter,6.0,1720.8
490,1,3.8,Winter,6.0,3092.4
161,7,13.6,Monsoon,6.5,1830.3
347,5,9.2,Monsoon,6.5,2964.1
130,6,8.7,Summer,7.0,1503.6
361,12,10.1,Winter,6.0,3173.8
593,11,2.1,Winter,6.0,4385.8
371,5,1.6,Summer,7.0,2922.8
504,11,3.1,Summer,7.0,4315.8
405,2,4.3,Winter,6.0,2539.4
412,4,2.3,Monsoon,6.5,2999.4
551,10,6.8,Monsoon,6.5,4439.9
478,8,13.1,Monsoon,6.5,3849.8
428,6,5.8,Winter,6.0,3197.4
553,12,7.7,Summer,7.0,4988.6
254,11,6.4,Monsoon,6.5,2601.2
160,11,7.6,Summer,7.0,2073.8
292,12,13.8,Summer,7.0,3249.4
378,6,7.1,Winter,6.0,2945.8
239,10,8.8,Summer,7.0,2599.4
521,7,13.9,Monsoon,6.5,4091.7
582,4,6.2,Winter,6.0,4050.6
467,10,13.4,Summer,7.0,4207.2
485,4,4.1,Summer,7.0,3675.8
376,3,12.3,Monsoon,6.5,3038.4
498,6,10.9,Monsoon,6.5,3996.2
365,6,11.1,Monsoon,6.5,2977.3
405,9,8.2,Monsoon,6.5,3497.1
493,8,11.0,Summer,7.0,4275.0
240,3,6.5,Winter,6.0,1668.0
422,8,9.7,Monsoon,6.5,3434.6
508,7,6.6,Winter,6.0,3551.8
309,3,9.1,Monsoon,6.5,2565.3
498,1,5.6,Summer,7.0,3684.8
563,11,2.6,Summer,7.0,4767.8
478,9,7.9,Summer,7.0,4100.2
548,6,10.5,Summer,7.0,4492.0
563,12,13.0,Summer,7.0,5100.0
380,2,12.7,Summer,7.0,3100.6
552,8,4.6,Monsoon,6.5,4313.8
261,8,7.8,Summer,7.0,2471.4
419,3,4.6,Monsoon,6.5,2932.3
113,11,10.0,Summer,7.0,1902.0
474,2,11.3,Winter,6.0,3273.4
203,12,11.2,Monsoon,6.5,2536.1
104,8,7.5,Monsoon,6.5,1286.0
487,12,11.1,Winter,6.0,4048.8
530,7,11.3,Winter,6.0,3854.4
348,10,10.9,Summer,7.0,3298.2
253,6,6.7,Monsoon,6.5,2245.1
328,8,4.1,Summer,7.0,2829.8
155,8,12.7,Winter,6.0,1906.6
346,6,5.2,Summer,7.0,3034.6
541,12,4.7,Winter,6.0,4147.6
116,3,3.4,Monsoon,6.5,1041.2
306,6,8.5,Summer,7.0,2769.0
242,10,9.4,Winter,6.0,2458.2
530,11,5.2,Monsoon,6.5,4220.6
379,7,4.7,Summer,7.0,3205.6
296,10,5.3,Summer,7.0,3019.4
345,6,10.5,Summer,7.0,3213.0
568,10,12.8,Winter,6.0,4442.4
239,10,12.2,Monsoon,6.5,2555.1
463,7,12.3,Monsoon,6.5,3906.9
253,9,7.5,Monsoon,6.5,2536.5
94,11,13.3,Winter,6.0,1676.4
396,4,4.3,Summer,7.0,3144.4
202,11,4.0,Monsoon,6.5,2245.0
92,12,12.1,Winter,6.0,1788.8
287,6,9.8,Summer,7.0,2727.4
181,6,7.8,Monsoon,6.5,1772.9
161,1,7.1,Monsoon,6.5,1427.3
330,5,11.5,Summer,7.0,2900.0
330,4,10.1,Monsoon,6.5,2770.8
121,10,4.8,Summer,7.0,1623.4
274,12,11.9,Summer,7.0,2913.2
390,1,4.1,Summer,7.0,2883.8
568,8,2.7,Monsoon,6.5,4163.6
154,4,7.5,Winter,6.0,1470.0
567,4,2.7,Summer,7.0,4264.6
578,5,8.6,Monsoon,6.5,4469.8
194,12,12.6,Winter,6.0,2245.8
547,1,4.6,Monsoon,6.5,3807.3
357,8,9.4,Monsoon,6.5,3121.7
574,9,5.0,Monsoon,6.5,4459.0
334,6,4.9,Winter,6.0,2668.2
396,11,7.0,Monsoon,6.5,3428.0
86,6,12.7,Winter,6.0,1371.6
587,3,3.7,Winter,6.0,3891.6
391,2,13.1,Monsoon,6.5,3114.3
267,4,11.2,Winter,6.0,2143.6
394,9,5.3,Summer,7.0,3612.4
185,11,5.3,Winter,6.0,1930.4
238,6,3.5,Monsoon,6.5,2087.0
241,10,9.8,Summer,7.0,2627.4
565,11,8.9,Monsoon,6.5,4699.7
355,4,13.2,Monsoon,6.5,3028.1
459,3,5.3,Winter,6.0,3128.4
402,8,5.4,Monsoon,6.5,3422.2
507,1,11.0,Winter,6.0,3471.0
498,6,9.6,Summer,7.0,4065.8
360,1,11.7,Winter,6.0,2505.6
342,5,11.9,Summer,7.0,2914.2
517,7,5.6,Winter,6.0,3849.8
284,4,9.2,Monsoon,6.5,2438.6
189,2,4.5,Winter,6.0,1406.0
571,12,8.9,Monsoon,6.5,4613.7
479,12,13.5,Monsoon,6.5,4370.5
366,10,8.8,Summer,7.0,3338.4
137,11,5.8,Summer,7.0,1961.4
528,5,2.9,Winter,6.0,3492.2
155,6,13.7,Monsoon,6.5,1842.1
234,10,5.2,Summer,7.0,2385.6
170,8,4.6,Monsoon,6.5,1896.8
346,9,8.1,Monsoon,6.5,3059.8
102,3,11.2,Monsoon,6.5,1055.6
401,6,12.8,Monsoon,6.5,3432.9
299,3,5.5,Monsoon,6.5,2258.5
450,6,4.0,Winter,6.0,3184.0
103,3,3.0,Winter,6.0,957.0
485,8,11.5,Winter,6.0,3872.0
462,1,8.6,Summer,7.0,3405.8
414,9,7.7,Monsoon,6.5,3635.6
148,12,2.4,Winter,6.0,1632.2
195,9,3.5,Monsoon,6.5,2062.5
559,10,9.6,Summer,7.0,4778.8
521,5,7.3,Summer,7.0,4103.4
418,2,3.8,Monsoon,6.5,3097.4
544,9,11.3,Winter,6.0,4236.4
491,10,5.2,Summer,7.0,4281.6
88,4,5.5,Summer,7.0,957.0
308,10,9.9,Winter,6.0,2792.2
548,11,9.8,Monsoon,6.5,4695.4
236,4,11.2,Winter,6.0,1944.6
265,2,1.8,Winter,6.0,1640.4
436,2,5.6,Summer,7.0,3349.8
293,4,5.3,Summer,7.0,2526.4
318,4,11.2,Winter,6.0,2344.6
530,2,11.9,Summer,7.0,4215.2
534,12,12.2,Summer,7.0,4815.6
130,8,7.0,Winter,6.0,1447.0
469,10,11.7,Summer,7.0,4157.6
598,10,10.6,Summer,7.0,5044.8
294,2,13.3,Summer,7.0,2593.4
404,7,3.9,Monsoon,6.5,3086.2
448,8,4.7,Monsoon,6.5,3470.6
96,1,6.3,Winter,6.0,882.4
182,6,6.0,Winter,6.0,1658.0
524,11,5.3,Summer,7.0,4424.4
479,8,1.7,Monsoon,6.5,3671.1
411,1,3.3,Monsoon,6.5,2805.9
89,3,8.0,Summer,7.0,963.0
561,1,2.3,Monsoon,6.5,3732.9
380,6,9.2,Monsoon,6.5,3047.6
256,3,13.2,Winter,6.0,2027.6
265,6,12.5,Monsoon,6.5,2368.5
110,8,4.1,Summer,7.0,1460.8
462,5,9.3,Monsoon,6.5,3452.4
419,1,12.6,Summer,7.0,3217.8
227,7,2.1,Monsoon,6.5,2032.3
253,3,2.8,Monsoon,6.5,1945.9
174,7,13.9,Summer,7.0,1969.2
555,7,12.2,Winter,6.0,4250.6
217,10,11.6,Winter,6.0,2126.8
567,8,12.7,Winter,6.0,4258.6
410,11,8.2,Summer,7.0,3713.6
584,12,11.9,Winter,6.0,4759.2
208,4,7.9,Summer,7.0,1860.2
164,12,2.7,Summer,7.0,2059.6
187,4,4.3,Winter,6.0,1446.4
388,6,10.4,Monsoon,6.5,3289.2
353,3,5.6,Monsoon,6.5,2687.3
228,10,10.7,Monsoon,6.5,2298.6
474,11,2.1,Monsoon,6.5,3805.8
94,3,9.4,Summer,7.0,1087.2
486,6,1.6,Summer,7.0,3932.8
432,4,9.4,Winter,6.0,3260.2
542,4,7.2,Winter,6.0,3697.6
530,2,10.8,Monsoon,6.5,3990.4
425,3,4.7,Winter,6.0,2975.6
547,11,2.7,Monsoon,6.5,4371.1
349,2,11.3,Monsoon,6.5,2782.9
106,9,3.1,Monsoon,6.5,1326.8
193,2,8.4,Winter,6.0,1524.2
435,5,7.2,Summer,7.0,3704.6
596,3,6.5,Summer,7.0,4660.0
225,11,4.3,Summer,7.0,2268.4
442,9,9.0,Summer,7.0,3858.0
128,9,6.0,Monsoon,6.5,1552.0
250,6,3.5,Monsoon,6.5,2047.0
311,12,3.4,Monsoon,6.5,2963.7
365,1,13.5,Summer,7.0,3053.0
479,9,13.7,Winter,6.0,3935.6
409,3,10.5,Winter,6.0,2946.0
156,5,10.4,Summer,7.0,1717.2
148,1,10.9,Summer,7.0,1327.2
572,3,11.1,Summer,7.0,4483.8
243,11,6.7,Winter,6.0,2309.6
438,2,4.3,Summer,7.0,3307.4
491,2,10.6,Summer,7.0,4012.8
235,4,7.0,Monsoon,6.5,1974.5
91,11,3.0,Winter,6.0,1354.0
185,11,9.0,Monsoon,6.5,2137.5
528,5,11.8,Monsoon,6.5,4214.4
545,3,2.4,Monsoon,6.5,3828.7
121,7,12.0,Winter,6.0,1497.0
557,7,8.8,Summer,7.0,4699.4
310,9,2.8,Winter,6.0,2558.4
586,12,13.5,Summer,7.0,5325.0
187,5,12.0,Summer,7.0,1961.0
600,6,6.7,Winter,6.0,4155.6
165,1,2.8,Winter,6.0,1231.4
586,4,8.9,Summer,7.0,4597.2
579,9,9.1,Summer,7.0,5031.8
471,1,9.0,Winter,6.0,3043.0
177,2,13.6,Monsoon,6.5,1633.3
511,7,10.5,Winter,6.0,3685.0
530,8,8.7,Winter,6.0,4060.6
488,11,10.8,Summer,7.0,4504.4
106,4,8.6,Monsoon,6.5,1051.8
416,2,5.2,Monsoon,6.5,3040.6
547,5,6.0,Summer,7.0,4348.0
334,5,7.1,Winter,6.0,2401.8
549,12,13.9,Winter,6.0,4447.2
294,9,11.1,Summer,7.0,3083.8
409,12,6.5,Monsoon,6.5,3648.5
591,2,5.7,Summer,7.0,4551.6
313,6,11.9,Monsoon,6.5,2658.7
172,11,6.6,Monsoon,6.5,2121.8
270,7,4.0,Monsoon,6.5,2420.0
425,8,12.7,Winter,6.0,3356.6
410,1,2.9,Summer,7.0,3163.2
598,12,9.5,Winter,6.0,4635.0
262,7,9.2,Monsoon,6.5,2303.6
175,2,10.4,Summer,7.0,1703.2
229,12,5.8,Winter,6.0,2347.4
216,7,2.8,Winter,6.0,1829.4
164,6,14.0,Monsoon,6.5,1924.0
331,9,3.4,Summer,7.0,2987.2
586,4,11.9,Summer,7.0,4657.2
311,8,9.6,Summer,7.0,2925.8
92,5,4.5,Summer,7.0,955.0
574,8,6.7,Monsoon,6.5,4570.6
276,7,3.8,Monsoon,6.5,2470.4
489,11,8.7,Monsoon,6.5,4185.1
347,12,11.5,Monsoon,6.5,3393.5
521,6,6.1,Winter,6.0,3656.8
445,2,13.5,Winter,6.0,3096.0
332,9,8.7,Winter,6.0,2719.6
567,9,5.4,Monsoon,6.5,4387.7
436,12,10.3,Monsoon,6.5,4035.4
556,5,8.7,Summer,7.0,4337.6
528,8,8.9,Winter,6.0,3820.2
102,9,7.1,Summer,7.0,1376.8
568,12,3.3,Winter,6.0,4311.4
362,10,4.7,Summer,7.0,3179.6
582,7,10.3,Monsoon,6.5,4444.4
300,11,7.2,Winter,6.0,2841.6
391,6,4.4,Monsoon,6.5,3164.7
227,9,13.8,Winter,6.0,2483.4
86,10,2.2,Winter,6.0,1260.6
202,2,9.2,Monsoon,6.5,1821.6
245,12,3.9,Winter,6.0,2300.2
110,11,13.1,Summer,7.0,1762.8
171,2,13.3,Winter,6.0,1671.4
476,7,6.3,Monsoon,6.5,3817.4
431,3,2.7,Summer,7.0,3318.6
520,5,7.7,Summer,7.0,4124.6
491,4,4.3,Winter,6.0,3217.4
542,2,8.0,Winter,6.0,3466.0
142,9,2.2,Monsoon,6.5,1610.6
252,1,13.5,Summer,7.0,2327.0
84,6,6.3,Summer,7.0,1018.4
463,2,13.4,Monsoon,6.5,3460.7
590,3,8.2,Monsoon,6.5,4285.6
238,10,6.2,Summer,7.0,2429.6
261,9,3.4,Winter,6.0,2323.2
119,9,12.6,Summer,7.0,1681.8
378,2,5.9,Winter,6.0,2505.2
251,2,7.7,Monsoon,6.5,1906.1
425,8,13.1,Monsoon,6.5,3779.3
538,2,9.9,Winter,6.0,3518.2
332,6,3.3,Winter,6.0,2575.4
493,1,6.0,Summer,7.0,3779.0
181,9,2.6,Monsoon,6.5,1848.3
483,9,9.5,Monsoon,6.5,3984.5
218,8,11.0,Winter,6.0,2135.0
516,7,6.9,Monsoon,6.5,3894.2
104,8,2.8,Winter,6.0,1359.4
478,5,7.7,Winter,6.0,3405.6
136,9,11.9,Monsoon,6.5,1748.2
394,10,10.8,Summer,7.0,3852.4
257,11,5.4,Monsoon,6.5,2410.7
108,1,13.6,Monsoon,6.5,1194.8
440,9,2.2,Summer,7.0,3798.6
600,9,12.1,Monsoon,6.5,4933.8
125,4,2.7,Winter,6.0,1030.6
407,2,10.4,Summer,7.0,3373.2
95,1,13.0,Summer,7.0,1049.0
199,5,1.6,Monsoon,6.5,1636.3
418,3,13.8,Monsoon,6.5,3264.4
491,1,3.4,Winter,6.0,3082.2
344,7,10.0,Monsoon,6.5,2979.0
359,7,10.1,Summer,7.0,3312.8
466,5,12.0,Winter,6.0,3404.0
339,10,1.6,Winter,6.0,2780.8
539,3,9.8,Summer,7.0,4206.4
197,2,3.5,Summer,7.0,1707.0
267,9,5.6,Summer,7.0,2591.8
487,5,8.2,Monsoon,6.5,3715.1
347,2,11.0,Monsoon,6.5,2745.5
168,9,12.1,Summer,7.0,2051.8
116,8,7.5,Summer,7.0,1449.0
118,7,3.8,Summer,7.0,1271.4
526,10,6.1,Summer,7.0,4425.8
122,11,13.2,Winter,6.0,1762.6
405,1,8.6,Summer,7.0,3068.8
336,3,5.9,Winter,6.0,2328.2
137,7,6.3,Monsoon,6.5,1520.9
145,4,3.8,Monsoon,6.5,1257.9
529,1,12.4,Winter,6.0,3471.2
374,9,3.5,Summer,7.0,3431.0
138,2,10.1,Winter,6.0,1299.8
97,10,10.5,Monsoon,6.5,1588.5
119,3,12.8,Winter,6.0,1236.4
470,1,8.5,Summer,7.0,3641.0
202,4,11.0,Monsoon,6.5,1749.0
155,1,9.6,Monsoon,6.5,1434.3
475,5,10.1,Monsoon,6.5,3743.3
323,11,7.6,Winter,6.0,2843.8
545,8,13.0,Winter,6.0,4082.0
448,4,3.3,Winter,6.0,2979.4
343,3,6.1,Winter,6.0,2283.8
387,3,2.0,Winter,6.0,2633.0
312,7,3.1,Monsoon,6.5,2599.8
495,7,12.5,Summer,7.0,4355.0
543,8,13.4,Monsoon,6.5,4511.7
425,6,9.8,Winter,6.0,3132.4
290,4,4.2,Monsoon,6.5,2209.6
279,12,9.7,Monsoon,6.5,2901.1
498,6,9.6,Winter,6.0,3605.8
224,8,2.9,Winter,6.0,2026.2
502,1,4.0,Winter,6.0,3211.0
240,11,6.3,Monsoon,6.5,2565.4
264,8,1.8,Winter,6.0,2109.4
256,5,13.8,Winter,6.0,2385.4
491,10,11.3,Summer,7.0,4354.4
501,6,7.4,Summer,7.0,4020.2
403,10,13.2,Winter,6.0,3558.6
116,11,2.7,Monsoon,6.5,1427.6
101,1,13.0,Summer,7.0,1013.0
172,6,13.1,Winter,6.0,1820.8
234,4,5.3,Summer,7.0,1929.4
403,10,12.8,Winter,6.0,3504.4
426,12,3.7,Winter,6.0,3444.6
243,3,3.5,Summer,7.0,1904.0
499,3,8.5,Monsoon,6.5,3766.5
367,12,12.1,Monsoon,6.5,3481.3
230,8,2.7,Summer,7.0,2075.6
470,8,6.2,Summer,7.0,3920.6
451,8,8.8,Summer,7.0,3866.4
100,8,13.3,Winter,6.0,1632.4
427,2,12.6,Winter,6.0,2929.8
218,10,5.3,Summer,7.0,2375.4
193,11,4.0,Summer,7.0,2192.0
165,6,9.0,Winter,6.0,1735.0
507,3,6.1,Summer,7.0,3893.8
366,9,12.8,Summer,7.0,3367.4
406,3,2.2,Winter,6.0,2664.6
393,5,7.1,Monsoon,6.5,3149.3
121,5,10.9,Winter,6.0,1440.2
162,6,8.4,Monsoon,6.5,1594.2
90,12,8.7,Monsoon,6.5,1612.6
284,8,6.3,Winter,6.0,2268.4
356,12,6.2,Monsoon,6.5,3304.6
514,7,10.3,Monsoon,6.5,4001.4
347,9,3.9,Winter,6.0,2770.2
165,8,13.0,Winter,6.0,1767.0
406,9,12.7,Monsoon,6.5,3440.6
189,4,2.4,Summer,7.0,1691.2
237,10,11.5,Summer,7.0,2525.0
89,12,1.7,Summer,7.0,1474.6
152,3,8.8,Monsoon,6.5,1514.4
418,11,2.8,Monsoon,6.5,3422.4
222,4,13.0,Summer,7.0,2069.0
173,12,13.4,Summer,7.0,2217.2
318,4,2.1,Winter,6.0,2116.8
408,11,8.1,Winter,6.0,3482.8
587,10,10.3,Summer,7.0,5137.4
142,8,3.8,Winter,6.0,1331.4
260,4,4.8,Summer,7.0,2341.4
273,12,3.1,Monsoon,6.5,2529.3
271,6,11.0,Summer,7.0,2561.0
484,11,12.0,Summer,7.0,4440.0
502,9,9.5,Monsoon,6.5,4075.0
336,6,10.7,Winter,6.0,2826.6
337,5,10.9,Summer,7.0,2872.2
144,8,5.8,Summer,7.0,1570.4
520,2,9.9,Monsoon,6.5,3865.2
170,6,8.9,Summer,7.0,1864.2
147,10,4.8,Monsoon,6.5,1752.9
446,12,11.6,Winter,6.0,3819.8
387,8,5.4,Winter,6.0,2940.2
254,1,10.1,Summer,7.0,2184.8
552,6,13.0,Winter,6.0,4122.0
555,8,3.4,Winter,6.0,3992.2
105,3,11.4,Winter,6.0,1189.2
232,7,6.1,Monsoon,6.5,2205.8
256,3,8.9,Monsoon,6.5,2052.2
177,1,6.4,Summer,7.0,1409.2
425,4,1.8,Winter,6.0,2910.4
390,9,5.0,Summer,7.0,3402.0
591,7,6.9,Winter,6.0,4125.2
141,6,13.5,Winter,6.0,1498.0
568,10,5.1,Winter,6.0,4170.8
586,4,6.7,Monsoon,6.5,4112.6
242,6,9.4,Winter,6.0,2174.2
204,10,3.1,Monsoon,6.5,2056.8
462,12,12.3,Winter,6.0,3935.4
564,2,1.7,Monsoon,6.5,3882.6
332,4,13.3,Winter,6.0,2593.4
567,5,8.4,Winter,6.0,4107.2
279,3,13.6,Winter,6.0,2392.8
322,4,7.6,Summer,7.0,2816.8
400,9,12.5,Summer,7.0,3781.0
409,2,8.1,Summer,7.0,3305.8
352,2,7.1,Monsoon,6.5,2564.8
226,6,12.1,Winter,6.0,1964.8
332,4,9.4,Winter,6.0,2532.2
574,9,3.3,Winter,6.0,4110.4
576,6,9.1,Winter,6.0,4224.8
272,10,9.1,Summer,7.0,2809.8
142,12,12.6,Monsoon,6.5,2173.8
369,4,11.4,Monsoon,6.5,3043.7
91,5,4.8,Monsoon,6.5,973.9
105,1,9.6,Winter,6.0,1028.8
457,8,11.2,Summer,7.0,3957.6
471,9,3.5,Winter,6.0,3586.0
190,5,7.2,Winter,6.0,1617.6
544,5,3.5,Monsoon,6.5,3874.0
97,2,2.2,Winter,6.0,790.6
568,6,3.3,Monsoon,6.5,4216.4
106,11,6.9,Monsoon,6.5,1612.2
262,6,9.2,Winter,6.0,2086.6
369,6,8.6,Monsoon,6.5,3170.3
137,12,10.5,Summer,7.0,1950.0
145,2,3.2,Winter,6.0,991.6
247,12,4.4,Monsoon,6.5,2542.7
426,2,6.7,Winter,6.0,2758.6
490,9,2.3,Winter,6.0,3652.4
485,12,3.4,Monsoon,6.5,3922.7
539,3,2.9,Summer,7.0,4032.2
325,1,9.6,Summer,7.0,2743.8
133,11,12.0,Summer,7.0,1947.0
123,1,4.2,Winter,6.0,889.6
220,9,5.5,Summer,7.0,2327.0
485,1,7.9,Monsoon,6.5,3436.7
104,11,10.4,Winter,6.0,1692.2
149,1,4.0,Monsoon,6.5,1013.5
315,10,7.6,Summer,7.0,3095.8
162,10,12.5,Monsoon,6.5,2163.0
486,4,3.4,Summer,7.0,3610.2
368,5,8.5,Monsoon,6.5,3066.0
243,4,10.9,Winter,6.0,2004.2
280,6,12.7,Winter,6.0,2476.6
372,8,1.9,Summer,7.0,3289.2
289,3,2.9,Winter,6.0,2058.2
290,4,11.0,Summer,7.0,2600.0
299,10,11.7,Monsoon,6.5,2955.1
135,11,9.3,Winter,6.0,1925.4
302,9,1.8,Winter,6.0,2303.4
265,6,4.1,Summer,7.0,2407.8
415,8,13.8,Monsoon,6.5,3537.9
571,9,9.0,Winter,6.0,4240.0
189,1,12.2,Summer,7.0,1604.6
360,1,5.3,Summer,7.0,2778.4
243,2,2.2,Monsoon,6.5,1731.1
275,7,10.8,Monsoon,6.5,2584.9
366,7,9.7,Summer,7.0,3290.6
202,5,3.3,Summer,7.0,1914.4
203,11,10.8,Summer,7.0,2303.4
258,1,2.9,Winter,6.0,1664.2
359,5,1.8,Winter,6.0,2667.4
144,12,10.1,Winter,6.0,1886.8
487,11,6.2,Summer,7.0,4166.6
522,8,6.7,Winter,6.0,3695.6
125,11,2.3,Monsoon,6.5,1584.9
368,12,7.5,Monsoon,6.5,3368.0
358,4,4.4,Summer,7.0,2968.2
125,10,11.9,Summer,7.0,1930.2
580,4,10.4,Monsoon,6.5,4195.2
452,2,9.0,Winter,6.0,3177.0
247,6,9.7,Winter,6.0,2183.6
229,6,10.7,Monsoon,6.5,2205.1
258,10,6.5,Winter,6.0,2469.0
379,3,11.7,Winter,6.0,2899.6
497,6,13.5,Monsoon,6.5,3892.5
339,3,5.7,Monsoon,6.5,2591.1
557,8,10.9,Monsoon,6.5,4379.7
431,9,13.0,Summer,7.0,3890.0
429,9,9.4,Monsoon,6.5,3567.7
222,4,11.8,Monsoon,6.5,2085.4
509,2,13.9,Summer,7.0,4210.2
186,10,1.6,Summer,7.0,2127.8
248,12,4.3,Monsoon,6.5,2533.4
199,6,10.6,Winter,6.0,1921.8
484,9,9.7,Monsoon,6.5,4053.6
439,12,6.6,Summer,7.0,3941.8
544,3,11.9,Summer,7.0,4282.2
80,9,11.5,Monsoon,6.5,1530.0
153,12,13.4,Summer,7.0,2199.2
390,4,8.3,Winter,6.0,2731.4
104,1,1.9,Summer,7.0,757.2
270,11,2.4,Summer,7.0,2651.2
201,7,13.3,Winter,6.0,2089.4
387,6,6.3,Summer,7.0,3231.4
518,10,8.9,Winter,6.0,4101.2
122,11,7.6,Monsoon,6.5,1586.8
407,6,1.9,Winter,6.0,2977.2
180,7,10.1,Winter,6.0,1846.8
582,1,6.2,Monsoon,6.5,4120.6
566,5,8.3,Summer,7.0,4411.4
176,8,6.2,Summer,7.0,1947.6
560,1,5.5,Summer,7.0,4271.0
542,4,9.2,Monsoon,6.5,3938.6
211,10,12.3,Summer,7.0,2335.4
535,2,7.8,Monsoon,6.5,3912.9
477,9,9.7,Winter,6.0,3592.6
200,12,8.0,Winter,6.0,2143.0
380,3,2.0,Winter,6.0,2550.0
192,11,3.4,Winter,6.0,1851.2
573,8,4.6,Summer,7.0,4707.8
260,7,2.0,Monsoon,6.5,2144.0
428,11,8.8,Summer,7.0,4059.4
535,12,13.4,Summer,7.0,4809.2
248,3,3.1,Summer,7.0,2155.8
528,8,6.1,Summer,7.0,4456.8
457,11,8.3,Summer,7.0,4210.4
114,5,7.0,Winter,6.0,1271.0
146,2,4.8,Summer,7.0,1319.4
490,9,13.0,Winter,6.0,3809.0
104,3,2.6,Summer,7.0,940.8
281,8,9.7,Monsoon,6.5,2747.1
349,8,2.3,Winter,6.0,2622.4
503,2,8.5,Monsoon,6.5,3605.5
230,5,3.2,Summer,7.0,2074.6
460,1,7.9,Summer,7.0,3362.2
352,10,8.1,Summer,7.0,3345.8
407,4,12.3,Summer,7.0,3412.4
566,8,7.5,Summer,7.0,4592.0
477,9,9.4,Summer,7.0,4314.2
229,11,3.1,Summer,7.0,2515.8
149,8,7.9,Summer,7.0,1671.2
248,4,9.3,Monsoon,6.5,2193.4
450,4,11.8,Monsoon,6.5,3573.4
522,1,12.4,Summer,7.0,4118.2
